PROVISIONAL ,,,,,,,,,,,,,,,,
AREFNO,Borough,Boro,Latitude,Longitude,Easting,Northing,CREFNO,Casualty Class,Casualty Sex,Casualty Age (Banded),Casualty Age,CasualtyCount,Casualty Severity,Ped Location,Ped Movement,Mode of Travel
1200235624,Bexley,18,51.46349466,0.10112399,546053,175929,1,1 Driver/Rider,1 Male,25-59,46,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200235625,Wandsworth,10,51.45635845,-0.21903299,523834,174546,1,1 Driver/Rider,2 Female,25-59,39,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200235630,Tower Hamlets,5,51.51499827,-0.06838104,534128,181332,1,3 Pedestrian,1 Male,25-59,48,1,2 Serious,10 Unknown Or Other,9 Unknown Or Other,1 Pedestrian
1200235636,Lambeth,9,51.47888798,-0.12348102,530408,177217,1,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,9 Private Hire
1200235639,Croydon,20,51.38323201,-0.06489504,534757,166686,1,3 Pedestrian,1 Male,25-59,31,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian
1200235640,Westminster,1,51.51291827,-0.12472011,530225,180999,1,3 Pedestrian,2 Female,25-59,56,1,3 Slight,08 In Centre Of Carriageway,1 From Drivers N/Side,1 Pedestrian
1200235641,Haringey,31,51.58898039,-0.11031503,531006,189483,1,3 Pedestrian,2 Female,25-59,40,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian
1200235643,Tower Hamlets,5,51.50953372,-0.00306982,538676,180846,1,1 Driver/Rider,1 Male,25-59,44,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200235649,Southwark,8,51.44357672,-0.06779927,534378,173391,1,1 Driver/Rider,1 Male,25-59,52,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200235651,Merton,22,51.40957602,-0.19245124,525809,169389,1,1 Driver/Rider,1 Male,25-59,44,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200235656,Haringey,31,51.58818186,-0.06249362,534321,189481,1,1 Driver/Rider,1 Male,25-59,36,1,2 Serious,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200235659,Hackney,4,51.54177922,-0.08486969,532906,184280,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200235665,Ealing,27,51.51108095,-0.30539994,517693,180489,1,1 Driver/Rider,1 Male,25-59,37,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,7 Goods Vehicle
1200235668,Camden,2,51.54662346,-0.17899145,526366,184652,1,1 Driver/Rider,1 Male,25-59,42,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200235672,Brent,28,51.55116053,-0.20850953,524307,185106,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200235681,Hillingdon,26,51.5178288,-0.40703791,510624,181081,1,1 Driver/Rider,2 Female,25-59,32,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200235683,Hounslow,25,51.46568678,-0.37012633,513314,175339,1,3 Pedestrian,2 Female,25-59,53,1,3 Slight,08 In Centre Of Carriageway,4 From Drivers O/Side Msk,1 Pedestrian
1200235684,Haringey,31,51.57581096,-0.10836429,531179,188022,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200235685,Newham,17,51.53384462,0.06168194,543093,183674,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,7 Goods Vehicle
1200235690,Enfield,32,51.61558108,-0.04725797,535295,192556,1,1 Driver/Rider,1 Male,25-59,42,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200235695,Waltham Forest,13,51.58716373,-0.00812703,538090,189469,1,3 Pedestrian,1 Male,25-59,57,1,3 Slight,01 Crossing Road On Ped Xing,9 Unknown Or Other,1 Pedestrian
1200235712,Westminster,1,51.50697682,-0.15266078,528303,180289,1,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200235715,Islington,3,51.56315827,-0.10779257,531255,186616,1,3 Pedestrian,1 Male,25-59,57,1,3 Slight,04 Crossing Road Within 50M Xing,1 From Drivers N/Side,1 Pedestrian
1200235720,Haringey,31,51.58004793,-0.070388,533798,188562,1,3 Pedestrian,2 Female,25-59,48,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian
1200235726,Haringey,31,51.58996794,-0.10464393,531396,189603,1,1 Driver/Rider,2 Female,25-59,35,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200235727,Bromley,19,51.40970257,-0.03386778,536837,169687,1,1 Driver/Rider,1 Male,25-59,49,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200235731,Hammersmith & Fulham,11,51.47099683,-0.20946388,524459,176190,1,3 Pedestrian,1 Male,25-59,39,1,2 Serious,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian
1200235733,Haringey,31,51.6078427,-0.06106462,534362,191670,1,1 Driver/Rider,2 Female,25-59,46,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200235735,Enfield,32,51.65361779,-0.0925194,532051,196703,1,3 Pedestrian,2 Female,25-59,53,1,2 Serious,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian
1200235737,Merton,22,51.40759573,-0.19232802,525823,169169,1,3 Pedestrian,1 Male,25-59,49,1,3 Slight,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian
1200235739,Havering,15,51.5927004,0.2124327,553350,190524,1,1 Driver/Rider,2 Female,25-59,35,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200235744,Haringey,31,51.6017454,-0.04965657,535170,191013,1,1 Driver/Rider,1 Male,25-59,55,1,2 Serious,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200235747,Hounslow,25,51.4787611,-0.39023919,511885,176762,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200235748,Redbridge,14,51.6076854,0.03479725,541000,191833,1,3 Pedestrian,1 Male,25-59,49,1,3 Slight,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian
1200235752,Waltham Forest,13,51.58717803,-0.0404924,535848,189410,1,1 Driver/Rider,1 Male,25-59,45,1,2 Serious,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200235754,Hillingdon,26,51.51539207,-0.39781239,511270,180824,1,1 Driver/Rider,1 Male,25-59,55,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200235759,Merton,22,51.43238048,-0.22415166,523543,171871,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200235763,Lambeth,9,51.42015827,-0.13148147,530019,170672,1,2 Passenger,1 Male,25-59,54,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,6 Bus Or Coach
1200235771,Barnet,30,51.58365182,-0.20564381,524417,188724,1,1 Driver/Rider,1 Male,25-59,51,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200235781,Westminster,1,51.51148666,-0.13306568,529650,180825,1,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200235790,Brent,28,51.55678298,-0.25339828,521180,185656,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200235791,Croydon,20,51.33213191,-0.10708397,531968,160927,1,1 Driver/Rider,1 Male,25-59,46,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,5 Taxi
1200235793,Redbridge,14,51.5947713,0.03794509,541258,190403,1,1 Driver/Rider,1 Male,25-59,43,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200235793,Redbridge,14,51.5947713,0.03794509,541258,190403,2,2 Passenger,2 Female,25-59,29,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200235793,Redbridge,14,51.5947713,0.03794509,541258,190403,3,2 Passenger,1 Male,25-59,29,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200235799,Croydon,20,51.36899078,-0.11807856,531097,165006,2,3 Pedestrian,1 Male,25-59,29,1,3 Slight,10 Unknown Or Other,9 Unknown Or Other,1 Pedestrian
1200235802,Barking & Dagenham,16,51.56754874,0.14451757,548728,187587,1,1 Driver/Rider,1 Male,25-59,51,1,2 Serious,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200235807,Hackney,4,51.52261456,-0.07709707,533501,182163,1,1 Driver/Rider,2 Female,25-59,26,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200235816,Tower Hamlets,5,51.51567333,-0.07060093,533972,181403,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200235823,Bromley,19,51.40825723,0.01104809,539965,169611,1,1 Driver/Rider,1 Male,25-59,33,1,2 Serious,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200235825,Waltham Forest,13,51.5685679,-0.03000721,536630,187360,1,3 Pedestrian,2 Female,25-59,41,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian
1200235828,Islington,3,51.5635696,-0.12837869,529827,186625,1,1 Driver/Rider,1 Male,25-59,29,1,2 Serious,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200235831,Merton,22,51.41585566,-0.18622086,526225,170098,1,1 Driver/Rider,2 Female,25-59,47,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200235833,Tower Hamlets,5,51.51892573,-0.04598799,535670,181810,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200235834,Hackney,4,51.54664782,-0.05235796,535146,184881,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200235836,Camden,2,51.53313423,-0.12642673,530049,183244,1,3 Pedestrian,2 Female,25-59,32,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian
1200235842,Islington,3,51.53262369,-0.11140932,531092,183214,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200235845,Bexley,18,51.45572809,0.15297544,549680,175170,1,3 Pedestrian,2 Female,25-59,29,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian
1200235854,Richmond-Upon-Thames,24,51.45116355,-0.37850156,512768,173711,1,1 Driver/Rider,1 Male,25-59,52,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200235868,Enfield,32,51.61655299,-0.07942857,533065,192605,1,2 Passenger,2 Female,25-59,50,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,6 Bus Or Coach
1200235870,Islington,3,51.55312922,-0.09876028,531910,185517,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,7 Goods Vehicle
1200235872,Redbridge,14,51.57524537,0.04431654,541760,188244,1,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200235873,Wandsworth,10,51.42266065,-0.15893866,528103,170902,1,3 Pedestrian,2 Female,25-59,39,1,3 Slight,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian
1200235875,Kensington & Chelsea,12,51.49076473,-0.15677372,528063,178479,1,3 Pedestrian,2 Female,25-59,44,1,3 Slight,02 Crossing Road In Zig-Zag App,3 From Drivers O/Side,1 Pedestrian
1200235880,Hackney,4,51.53657016,-0.07594623,533540,183717,1,1 Driver/Rider,2 Female,25-59,54,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200235883,Hammersmith & Fulham,11,51.49257345,-0.23161014,522863,178552,1,1 Driver/Rider,1 Male,25-59,44,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200235885,Enfield,32,51.63352391,-0.10054507,531554,194454,1,1 Driver/Rider,1 Male,25-59,37,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200235887,Lewisham,7,51.44520694,-0.01308862,538175,173674,1,1 Driver/Rider,1 Male,25-59,46,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200235889,Barnet,30,51.59528118,-0.24322911,521782,189954,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200235890,Southwark,8,51.50248955,-0.07768543,533519,179924,1,1 Driver/Rider,1 Male,25-59,40,1,2 Serious,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200235892,Havering,15,51.53625796,0.18424555,551585,184189,1,3 Pedestrian,1 Male,25-59,27,1,3 Slight,10 Unknown Or Other,9 Unknown Or Other,1 Pedestrian
1200235895,Hammersmith & Fulham,11,51.46947575,-0.20878908,524510,176022,1,1 Driver/Rider,1 Male,25-59,49,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200235901,Wandsworth,10,51.44284746,-0.18533892,526212,173101,1,3 Pedestrian,2 Female,25-59,40,1,3 Slight,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian
1200235906,Croydon,20,51.3705801,-0.10009728,532344,165215,1,1 Driver/Rider,1 Male,25-59,55,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200235908,Tower Hamlets,5,51.52691754,-0.06099952,534605,182671,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200235910,Hammersmith & Fulham,11,51.47054153,-0.18510451,526152,176181,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200235914,Greenwich,6,51.50942192,0.12007005,547221,181074,1,3 Pedestrian,2 Female,25-59,56,1,3 Slight,09 In Road - Not Crossing,9 Unknown Or Other,1 Pedestrian
1200235919,Barnet,30,51.61455289,-0.24875524,521348,192088,1,3 Pedestrian,'-1 Unknown,25-59,50,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian
1200235934,Merton,22,51.39446358,-0.19505938,525669,167704,1,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200235938,Waltham Forest,13,51.5962133,0.01064836,539363,190511,1,1 Driver/Rider,1 Male,25-59,43,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200235946,Brent,28,51.5521019,-0.30024038,517945,185059,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200235950,Southwark,8,51.48370932,-0.07255596,533930,177845,1,1 Driver/Rider,1 Male,25-59,37,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200235953,Sutton,21,51.36524423,-0.16367029,527934,164509,1,1 Driver/Rider,1 Male,25-59,55,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200235970,Westminster,1,51.52789168,-0.21585334,523861,182506,1,1 Driver/Rider,1 Male,25-59,40,1,2 Serious,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200235972,Lewisham,7,51.48148404,-0.02638948,537142,177683,1,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200235975,Greenwich,6,51.45791984,0.0405089,541860,175190,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200235990,Islington,3,51.54195056,-0.09316925,532330,184284,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200235995,Harrow,29,51.5589256,-0.36020257,513771,185723,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200235998,Lambeth,9,51.49401697,-0.11080195,531245,178922,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200236002,Enfield,32,51.61970962,-0.06249473,534228,192987,1,3 Pedestrian,2 Female,25-59,48,1,3 Slight,10 Unknown Or Other,9 Unknown Or Other,1 Pedestrian
1200236006,Hounslow,25,51.47540553,-0.39604523,511490,176380,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200236007,Tower Hamlets,5,51.52934013,-0.05579269,534959,182950,1,2 Passenger,2 Female,25-59,53,1,2 Serious,'-2 Not Applicable,'-2 Not Applicable,6 Bus Or Coach
1200236007,Tower Hamlets,5,51.52934013,-0.05579269,534959,182950,2,2 Passenger,1 Male,25-59,25,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,6 Bus Or Coach
1200236017,Brent,28,51.53573573,-0.24885501,521551,183323,1,2 Passenger,2 Female,25-59,51,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,6 Bus Or Coach
1200236018,Kensington & Chelsea,12,51.49935312,-0.16425057,527520,179421,1,1 Driver/Rider,2 Female,25-59,36,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200236018,Kensington & Chelsea,12,51.49935312,-0.16425057,527520,179421,2,2 Passenger,1 Male,25-59,37,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200236019,Southwark,8,51.49177241,-0.04465783,535843,178793,1,3 Pedestrian,1 Male,25-59,28,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian
1200236022,Hackney,4,51.570293,-0.09635652,532027,187430,1,1 Driver/Rider,1 Male,25-59,54,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200236026,Richmond-Upon-Thames,24,51.43372752,-0.34633179,515047,171822,1,1 Driver/Rider,1 Male,25-59,40,1,2 Serious,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200236033,Lambeth,9,51.46284887,-0.13499344,529654,175413,1,3 Pedestrian,2 Female,25-59,32,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian
1200236036,Redbridge,14,51.60187888,0.1140332,546505,191343,1,1 Driver/Rider,2 Female,25-59,34,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200236038,Kingston-Upon-Thames,23,51.41965767,-0.30192325,518170,170328,1,1 Driver/Rider,1 Male,25-59,44,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200236039,Wandsworth,10,51.4467937,-0.14954933,528688,173602,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200236042,Newham,17,51.52745935,0.03182462,541042,182906,1,2 Passenger,2 Female,25-59,43,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,6 Bus Or Coach
1200236042,Newham,17,51.52745935,0.03182462,541042,182906,2,2 Passenger,2 Female,25-59,56,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,6 Bus Or Coach
1200236042,Newham,17,51.52745935,0.03182462,541042,182906,3,2 Passenger,1 Male,25-59,56,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,6 Bus Or Coach
1200236045,Lambeth,9,51.42367941,-0.13010088,530105,171066,1,1 Driver/Rider,1 Male,25-59,28,1,2 Serious,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200236046,Southwark,8,51.5033947,-0.10456379,531651,179976,1,1 Driver/Rider,1 Male,25-59,45,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,8 Other Vehicle
1200236046,Southwark,8,51.5033947,-0.10456379,531651,179976,2,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,8 Other Vehicle
1200236049,Westminster,1,51.52805,-0.15115872,528348,182635,1,1 Driver/Rider,1 Male,25-59,39,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,7 Goods Vehicle
1200236051,Wandsworth,10,51.45480599,-0.21984185,523782,174372,1,1 Driver/Rider,2 Female,25-59,27,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,8 Other Vehicle
1200236054,Hounslow,25,51.49122835,-0.29690291,518334,178295,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200236055,Barnet,30,51.63460713,-0.20538213,524296,194391,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200236063,Ealing,27,51.50886179,-0.263706,520592,180310,2,1 Driver/Rider,2 Female,25-59,57,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200236068,Lewisham,7,51.48293969,-0.02952403,536920,177839,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200236071,Hounslow,25,51.49316626,-0.40995749,510481,178334,1,1 Driver/Rider,1 Male,25-59,45,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,8 Other Vehicle
1200236073,Camden,2,51.54461464,-0.14148767,528972,184494,1,1 Driver/Rider,1 Male,25-59,45,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200236078,Barking & Dagenham,16,51.53432399,0.08392351,544634,183771,1,1 Driver/Rider,1 Male,25-59,41,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200236083,Waltham Forest,13,51.56431355,-0.01128947,537940,186922,1,1 Driver/Rider,2 Female,25-59,46,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200236084,Tower Hamlets,5,51.52586083,-0.03532546,536389,182601,1,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200236089,Islington,3,51.5548323,-0.11288383,530926,185681,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,7 Goods Vehicle
1200236091,Sutton,21,51.3528058,-0.13227043,530155,163181,1,1 Driver/Rider,1 Male,25-59,41,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,6 Bus Or Coach
1200236094,Greenwich,6,51.48737933,0.06929347,543767,178522,1,1 Driver/Rider,2 Female,25-59,25,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200236099,Ealing,27,51.53718066,-0.31690294,516828,183373,1,1 Driver/Rider,1 Male,25-59,41,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200236100,Barnet,30,51.60052133,-0.26731521,520100,190497,1,3 Pedestrian,1 Male,25-59,45,1,3 Slight,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian
1200236103,Westminster,1,51.50775567,-0.14275805,528988,180393,1,1 Driver/Rider,1 Male,25-59,50,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,6 Bus Or Coach
1200236104,Hackney,4,51.54232257,-0.07632373,533497,184356,1,2 Passenger,1 Male,25-59,50,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,6 Bus Or Coach
1200236107,Ealing,27,51.53546523,-0.3467847,514760,183135,1,1 Driver/Rider,1 Male,25-59,46,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200236115,Hackney,4,51.55771418,-0.09038954,532477,186042,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200236121,Lambeth,9,51.48541512,-0.12001568,530630,177949,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200236122,Westminster,1,51.49864931,-0.14353187,528960,179379,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200236124,Tower Hamlets,5,51.51522405,-0.07171532,533896,181351,1,1 Driver/Rider,1 Male,25-59,55,1,2 Serious,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200236128,Sutton,21,51.35895643,-0.19188751,525987,163761,1,1 Driver/Rider,2 Female,25-59,34,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200236128,Sutton,21,51.35895643,-0.19188751,525987,163761,2,2 Passenger,1 Male,25-59,31,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200236137,Merton,22,51.38978803,-0.19685317,525557,167181,1,3 Pedestrian,1 Male,25-59,27,1,3 Slight,10 Unknown Or Other,9 Unknown Or Other,1 Pedestrian
1200236138,Brent,28,51.53947642,-0.27863368,519476,183690,1,1 Driver/Rider,'-1 Unknown,25-59,48,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200236139,Tower Hamlets,5,51.52421689,-0.05919699,534738,182374,1,1 Driver/Rider,2 Female,25-59,50,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200236141,Sutton,21,51.36010444,-0.19343669,525876,163886,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200236147,Lambeth,9,51.46636273,-0.13485027,529654,175804,1,1 Driver/Rider,2 Female,25-59,49,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200236152,Haringey,31,51.58608223,-0.10792352,531180,189165,1,3 Pedestrian,2 Female,25-59,28,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian
1200236153,Greenwich,6,51.49368334,0.06316815,543322,179211,1,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200236153,Greenwich,6,51.49368334,0.06316815,543322,179211,2,1 Driver/Rider,1 Male,25-59,50,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200236155,Richmond-Upon-Thames,24,51.44204625,-0.29247276,518769,172833,1,1 Driver/Rider,2 Female,25-59,38,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200236170,Hillingdon,26,51.53824038,-0.48570374,505119,183235,1,3 Pedestrian,1 Male,25-59,46,1,3 Slight,10 Unknown Or Other,9 Unknown Or Other,1 Pedestrian
1200236170,Hillingdon,26,51.53824038,-0.48570374,505119,183235,2,3 Pedestrian,1 Male,25-59,27,1,3 Slight,09 In Road - Not Crossing,9 Unknown Or Other,1 Pedestrian
