PROVISIONAL ,,,,,,,,,,,,,,,,
AREFNO,Borough,Boro,Latitude,Longitude,Easting,Northing,CREFNO,Casualty Class,Casualty Sex,Casualty Age (Banded),Casualty Age,CasualtyCount,Casualty Severity,Ped Location,Ped Movement,Mode of Travel
1200228693,Croydon,20,51.3834214,-0.10173581,532193,166640,1,1 Driver/Rider,1 Male,18-19,18,1,2 Serious,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200228739,Ealing,27,51.53318467,-0.34830916,514660,182879,1,2 Passenger,2 Female,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200228805,Waltham Forest,13,51.58909302,-0.03026084,536551,189642,1,2 Passenger,2 Female,18-19,18,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200228853,Enfield,32,51.65638478,-0.03137813,536272,197123,1,1 Driver/Rider,1 Male,18-19,18,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200228853,Enfield,32,51.65638478,-0.03137813,536272,197123,2,2 Passenger,1 Male,18-19,18,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200228865,Bexley,18,51.48425238,0.1383179,548569,178312,1,1 Driver/Rider,1 Male,18-19,18,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200229107,Hackney,4,51.55740012,-0.09043153,532475,186007,1,1 Driver/Rider,2 Female,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200229168,Southwark,8,51.48355905,-0.09416661,532430,177789,1,1 Driver/Rider,1 Male,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200229496,Hammersmith & Fulham,11,51.47560466,-0.19386073,525530,176729,1,1 Driver/Rider,1 Male,18-19,18,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200229640,Ealing,27,51.51452341,-0.24893405,521602,180964,1,1 Driver/Rider,1 Male,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200229668,Havering,15,51.55368858,0.21910897,553944,186200,1,3 Pedestrian,'-1 Unknown,18-19,19,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian
1200229696,Merton,22,51.3937411,-0.14476241,529170,167711,1,1 Driver/Rider,1 Male,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200229805,Greenwich,6,51.44980111,0.02952516,541122,174266,1,1 Driver/Rider,1 Male,18-19,18,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200229839,Havering,15,51.55579526,0.20803136,553169,186411,1,1 Driver/Rider,1 Male,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200229858,Ealing,27,51.5138552,-0.28220872,519295,180835,1,1 Driver/Rider,1 Male,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200229858,Ealing,27,51.5138552,-0.28220872,519295,180835,2,2 Passenger,1 Male,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200229859,Hammersmith & Fulham,11,51.4667674,-0.1893575,525867,175754,1,1 Driver/Rider,1 Male,18-19,18,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200229876,Kensington & Chelsea,12,51.48312419,-0.18581523,526068,177579,1,1 Driver/Rider,1 Male,18-19,18,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200230293,Bexley,18,51.45158619,0.17662993,551337,174758,1,1 Driver/Rider,2 Female,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,7 Goods Vehicle
1200230300,Barnet,30,51.58012332,-0.23864649,522140,188276,1,3 Pedestrian,1 Male,18-19,18,1,2 Serious,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian
1200230655,Ealing,27,51.51067342,-0.28908729,518826,180470,1,1 Driver/Rider,1 Male,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200230662,Wandsworth,10,51.45355557,-0.15635762,528196,174342,1,1 Driver/Rider,1 Male,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200230693,Sutton,21,51.35872361,-0.21303962,524515,163699,2,2 Passenger,2 Female,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200230907,Bexley,18,51.48512365,0.17115537,550846,178476,1,1 Driver/Rider,1 Male,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200230928,Merton,22,51.40213744,-0.15427078,528485,168628,1,1 Driver/Rider,1 Male,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200231024,Southwark,8,51.47903927,-0.05551434,535127,177357,1,3 Pedestrian,2 Female,18-19,18,1,3 Slight,04 Crossing Road Within 50M Xing,3 From Drivers O/Side,1 Pedestrian
1200231170,Barnet,30,51.61916058,-0.15621195,527742,192758,1,1 Driver/Rider,1 Male,18-19,18,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200231344,Havering,15,51.58356114,0.17603237,550859,189432,1,1 Driver/Rider,2 Female,18-19,18,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200231349,Hackney,4,51.55868865,-0.05612887,534849,186213,3,2 Passenger,2 Female,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,7 Goods Vehicle
1200231383,Harrow,29,51.59307626,-0.28945685,518586,189633,1,3 Pedestrian,1 Male,18-19,18,1,3 Slight,05 Crossing Road (Not On Xing),4 From Drivers O/Side Msk,1 Pedestrian
1200231424,Kensington & Chelsea,12,51.49399357,-0.18447611,526131,178790,1,1 Driver/Rider,1 Male,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200231436,Hillingdon,26,51.53585165,-0.45972941,506926,183007,1,1 Driver/Rider,1 Male,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200231457,Bromley,19,51.39871882,0.01663881,540383,168561,1,1 Driver/Rider,1 Male,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200231666,Hillingdon,26,51.5303124,-0.41784743,509844,182453,1,1 Driver/Rider,1 Male,18-19,18,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200231666,Hillingdon,26,51.5303124,-0.41784743,509844,182453,2,2 Passenger,2 Female,18-19,18,1,2 Serious,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200231891,Westminster,1,51.51686224,-0.14597638,528739,181400,1,1 Driver/Rider,1 Male,18-19,18,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200231970,Bromley,19,51.39698626,-0.03491619,536802,168271,1,1 Driver/Rider,2 Female,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200232134,Lambeth,9,51.47244125,-0.12242063,530500,176502,1,2 Passenger,2 Female,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200232232,Lambeth,9,51.46410238,-0.1144126,531080,175589,1,3 Pedestrian,2 Female,18-19,19,1,3 Slight,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian
1200232275,Waltham Forest,13,51.57501209,-0.0196405,537329,188096,1,1 Driver/Rider,1 Male,18-19,18,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200232281,Kingston-Upon-Thames,23,51.38879202,-0.28875016,519166,166917,1,1 Driver/Rider,2 Female,18-19,18,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200232393,Kensington & Chelsea,12,51.51815973,-0.20687942,524510,181439,1,1 Driver/Rider,1 Male,18-19,18,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200232411,Harrow,29,51.60843648,-0.37429015,512672,191207,1,1 Driver/Rider,1 Male,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200232661,Hackney,4,51.53363403,-0.08774945,532730,183369,1,3 Pedestrian,2 Female,18-19,18,1,3 Slight,04 Crossing Road Within 50M Xing,3 From Drivers O/Side,1 Pedestrian
1200232882,Redbridge,14,51.54886974,0.07555868,544008,185372,1,3 Pedestrian,2 Female,18-19,18,1,3 Slight,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian
1200233146,Brent,28,51.55357357,-0.29382433,518386,185233,1,3 Pedestrian,2 Female,18-19,18,1,3 Slight,10 Unknown Or Other,9 Unknown Or Other,1 Pedestrian
1200233152,Wandsworth,10,51.46060365,-0.16884273,527309,175104,1,1 Driver/Rider,1 Male,18-19,18,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200233191,Sutton,21,51.3803569,-0.17145771,527350,166176,1,3 Pedestrian,1 Male,18-19,19,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian
1200233298,Westminster,1,51.5142939,-0.14165606,529046,181122,1,3 Pedestrian,1 Male,18-19,18,1,3 Slight,09 In Road - Not Crossing,9 Unknown Or Other,1 Pedestrian
1200233447,Tower Hamlets,5,51.51740568,-0.02983757,536795,181671,1,1 Driver/Rider,1 Male,18-19,18,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200233531,Islington,3,51.55353588,-0.10498934,531477,185551,1,1 Driver/Rider,1 Male,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200233645,Ealing,27,51.50550598,-0.28684572,518995,179899,1,2 Passenger,1 Male,18-19,18,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200233666,Brent,28,51.55660518,-0.2438839,521840,185652,1,1 Driver/Rider,1 Male,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200233716,Lewisham,7,51.42305779,-0.01629303,538019,171205,1,1 Driver/Rider,1 Male,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200233724,Barnet,30,51.58724433,-0.22960871,522747,189083,1,3 Pedestrian,1 Male,18-19,19,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian
1200233795,Southwark,8,51.47342285,-0.05684761,535051,176730,1,3 Pedestrian,1 Male,18-19,18,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian
1200233819,Enfield,32,51.63389559,-0.07041521,533638,194550,1,1 Driver/Rider,1 Male,18-19,18,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200233836,Haringey,31,51.59420552,-0.07004823,533780,190137,1,3 Pedestrian,2 Female,18-19,19,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian
1200233979,Tower Hamlets,5,51.51055821,0.00066437,538932,180967,1,2 Passenger,2 Female,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200234033,Newham,17,51.51731879,0.02331622,540483,181762,1,2 Passenger,1 Male,18-19,19,1,2 Serious,'-2 Not Applicable,'-2 Not Applicable,9 Private Hire
1200234033,Newham,17,51.51731879,0.02331622,540483,181762,2,2 Passenger,1 Male,18-19,18,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,9 Private Hire
1200234033,Newham,17,51.51731879,0.02331622,540483,181762,3,2 Passenger,1 Male,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,9 Private Hire
1200234080,Ealing,27,51.54714287,-0.36710174,513322,184402,1,1 Driver/Rider,1 Male,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200234113,Barnet,30,51.5898446,-0.25435287,521026,189331,1,1 Driver/Rider,1 Male,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200234135,Westminster,1,51.53287696,-0.16995213,527031,183139,1,1 Driver/Rider,1 Male,18-19,18,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200234165,Barnet,30,51.6001874,-0.22981328,522698,190522,2,2 Passenger,2 Female,18-19,18,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200234252,Barnet,30,51.59973335,-0.1474112,528406,190613,1,1 Driver/Rider,1 Male,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200234394,Bromley,19,51.39194357,0.01790801,540492,167810,1,1 Driver/Rider,1 Male,18-19,18,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200234680,Newham,17,51.52184638,0.02151323,540344,182262,1,3 Pedestrian,2 Female,18-19,18,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian
1200234730,Waltham Forest,13,51.57747572,-0.01589648,537581,188377,1,1 Driver/Rider,1 Male,18-19,18,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200234751,Croydon,20,51.372766,-0.10680295,531871,165446,1,1 Driver/Rider,1 Male,18-19,18,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200234913,Tower Hamlets,5,51.51497983,-0.068353,534130,181330,1,3 Pedestrian,2 Female,18-19,18,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian
1200234931,Barnet,30,51.63156182,-0.14257405,528651,194161,1,1 Driver/Rider,1 Male,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200234979,Hounslow,25,51.46714659,-0.33768026,515564,175552,1,1 Driver/Rider,2 Female,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200235163,Wandsworth,10,51.4356117,-0.1861436,526176,172295,1,3 Pedestrian,1 Male,18-19,18,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian
1200235170,Ealing,27,51.51677483,-0.32745652,516148,181087,1,1 Driver/Rider,1 Male,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200235220,Barking & Dagenham,16,51.53818815,0.07900957,544281,184191,1,3 Pedestrian,1 Male,18-19,18,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian
1200235233,Greenwich,6,51.5077118,0.11467295,546852,180873,1,1 Driver/Rider,1 Male,18-19,18,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200235338,Ealing,27,51.51529472,-0.36406111,513612,180865,1,1 Driver/Rider,2 Female,18-19,18,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200235454,Brent,28,51.56266597,-0.31505384,516891,186210,1,1 Driver/Rider,1 Male,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200235455,Southwark,8,51.4950421,-0.09855716,532092,179058,1,3 Pedestrian,1 Male,18-19,19,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian
1200235475,Lewisham,7,51.47537729,-0.03277347,536717,176992,1,1 Driver/Rider,2 Female,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200235593,Newham,17,51.51554379,0.01202425,539705,181543,2,1 Driver/Rider,1 Male,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,7 Goods Vehicle
1200235593,Newham,17,51.51554379,0.01202425,539705,181543,3,2 Passenger,1 Male,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,7 Goods Vehicle
1200235929,Croydon,20,51.3551442,-0.01467399,538336,163656,3,2 Passenger,1 Male,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200236167,Hammersmith & Fulham,11,51.48314404,-0.22056811,523655,177522,1,1 Driver/Rider,1 Male,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200236329,Croydon,20,51.36585951,-0.08908696,533124,164710,1,1 Driver/Rider,1 Male,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200236517,Westminster,1,51.51505319,-0.16877887,527162,181159,1,1 Driver/Rider,1 Male,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200236579,Hackney,4,51.53719496,-0.07675624,533482,183785,1,1 Driver/Rider,1 Male,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200236582,Brent,28,51.55944503,-0.24979047,521423,185958,1,3 Pedestrian,2 Female,18-19,19,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian
1200236594,Enfield,32,51.65256093,-0.05332937,534765,196657,1,2 Passenger,2 Female,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200236609,Bromley,19,51.4143431,0.07161497,544158,170405,2,1 Driver/Rider,1 Male,18-19,18,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200236677,Barking & Dagenham,16,51.52667588,0.11530581,546835,182983,1,3 Pedestrian,2 Female,18-19,18,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian
1200236747,Brent,28,51.55689876,-0.29182474,518516,185606,1,1 Driver/Rider,1 Male,18-19,19,1,2 Serious,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200236853,Enfield,32,51.61340455,-0.09646077,531895,192224,1,1 Driver/Rider,1 Male,18-19,18,1,2 Serious,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200236882,Bromley,19,51.39900497,0.04580653,542411,168649,1,1 Driver/Rider,2 Female,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200236884,Sutton,21,51.36486742,-0.15684744,528410,164479,1,1 Driver/Rider,1 Male,18-19,18,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200236919,Havering,15,51.60689122,0.22053141,553863,192119,1,2 Passenger,2 Female,18-19,18,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200236980,Lewisham,7,51.46906914,0.00989075,539699,176371,1,1 Driver/Rider,1 Male,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200237019,Bromley,19,51.3882311,0.00261023,539439,167368,1,1 Driver/Rider,2 Female,18-19,18,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200237106,Wandsworth,10,51.42821848,-0.16009632,528007,171518,1,1 Driver/Rider,1 Male,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200237109,Tower Hamlets,5,51.52530593,-0.03494571,536417,182540,1,3 Pedestrian,1 Male,18-19,19,1,3 Slight,08 In Centre Of Carriageway,1 From Drivers N/Side,1 Pedestrian
1200237124,Barnet,30,51.64254719,-0.25367468,520933,195193,1,1 Driver/Rider,1 Male,18-19,18,1,2 Serious,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200237251,Westminster,1,51.51157804,-0.14790603,528620,180809,1,1 Driver/Rider,1 Male,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200237280,Haringey,31,51.60534474,-0.085808,532656,191347,1,3 Pedestrian,2 Female,18-19,18,1,2 Serious,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian
1200237317,Waltham Forest,13,51.59164948,-0.00487043,538302,189974,1,1 Driver/Rider,1 Male,18-19,18,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200237334,Wandsworth,10,51.43135407,-0.18413983,526327,171825,1,1 Driver/Rider,2 Female,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200237335,Harrow,29,51.62082435,-0.34252816,514840,192634,3,2 Passenger,1 Male,18-19,18,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200237411,Wandsworth,10,51.46922654,-0.17859101,526608,176046,1,1 Driver/Rider,1 Male,18-19,18,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200237435,Redbridge,14,51.55982584,0.07843781,544173,186596,1,1 Driver/Rider,'-1 Unknown,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200237502,Croydon,20,51.38228869,-0.06875764,534491,166574,1,3 Pedestrian,'-1 Unknown,18-19,19,1,3 Slight,01 Crossing Road On Ped Xing,4 From Drivers O/Side Msk,1 Pedestrian
1200237508,Camden,2,51.52014944,-0.13380675,529574,181787,1,3 Pedestrian,1 Male,18-19,19,1,2 Serious,04 Crossing Road Within 50M Xing,1 From Drivers N/Side,1 Pedestrian
1200237597,Haringey,31,51.59017698,-0.15958015,527590,189529,1,1 Driver/Rider,1 Male,18-19,18,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200237641,Redbridge,14,51.55870572,0.06344055,543137,186442,1,1 Driver/Rider,1 Male,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200237686,Croydon,20,51.34671398,-0.09793912,532563,162565,1,3 Pedestrian,1 Male,18-19,18,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian
1200237699,Tower Hamlets,5,51.5081361,-0.03103033,536740,180638,2,2 Passenger,1 Male,18-19,18,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200237886,Croydon,20,51.3644107,-0.11846736,531083,164496,1,2 Passenger,2 Female,18-19,18,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200237906,Bromley,19,51.3868266,-0.02379567,537606,167162,1,1 Driver/Rider,2 Female,18-19,18,1,2 Serious,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200238007,Hounslow,25,51.48768975,-0.26711782,520411,177950,1,1 Driver/Rider,1 Male,18-19,18,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200238074,Waltham Forest,13,51.58252566,-0.00401391,538389,188961,1,1 Driver/Rider,1 Male,18-19,18,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200238223,Lewisham,7,51.46019209,-0.03407456,536672,175301,1,1 Driver/Rider,1 Male,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200238316,Haringey,31,51.58043183,-0.15344988,528042,188456,1,1 Driver/Rider,1 Male,18-19,18,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200238322,Haringey,31,51.58923335,-0.07884837,533185,189568,1,1 Driver/Rider,1 Male,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200238391,Tower Hamlets,5,51.52217661,-0.05817382,534815,182149,1,1 Driver/Rider,1 Male,18-19,18,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200238469,Newham,17,51.55103846,0.0141092,539741,185494,1,1 Driver/Rider,2 Female,18-19,18,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,8 Other Vehicle
1200238511,Wandsworth,10,51.42923968,-0.16673037,527543,171620,1,2 Passenger,1 Male,18-19,18,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200238680,Newham,17,51.55370758,0.05770397,542755,185875,1,3 Pedestrian,2 Female,18-19,18,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian
1200238881,Newham,17,51.51373878,0.03167526,541074,181380,1,3 Pedestrian,1 Male,18-19,18,1,3 Slight,08 In Centre Of Carriageway,9 Unknown Or Other,1 Pedestrian
1200238931,Hammersmith & Fulham,11,51.47337341,-0.1937904,525541,176481,1,1 Driver/Rider,1 Male,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200239021,Bexley,18,51.47348609,0.14530196,549089,177129,2,1 Driver/Rider,1 Male,18-19,18,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200239063,Bromley,19,51.39657368,-0.00409857,538947,168283,1,1 Driver/Rider,1 Male,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200239090,Croydon,20,51.3704711,-0.10002995,532349,165203,1,1 Driver/Rider,1 Male,18-19,19,1,2 Serious,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200239124,Haringey,31,51.58314642,-0.09987571,531746,188853,1,3 Pedestrian,1 Male,18-19,19,1,3 Slight,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian
1200239128,Merton,22,51.41062654,-0.21758908,524058,169463,1,1 Driver/Rider,1 Male,18-19,18,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200239210,Bexley,18,51.42255113,0.13339193,548427,171441,1,1 Driver/Rider,1 Male,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200239229,Harrow,29,51.589762,-0.29900847,517933,189249,1,1 Driver/Rider,1 Male,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200239296,Havering,15,51.51068543,0.19275066,552260,181363,1,1 Driver/Rider,1 Male,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200239296,Havering,15,51.51068543,0.19275066,552260,181363,2,2 Passenger,1 Male,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200239298,Hillingdon,26,51.54792992,-0.40734231,510530,184428,4,2 Passenger,1 Male,18-19,19,1,2 Serious,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200239298,Hillingdon,26,51.54792992,-0.40734231,510530,184428,5,2 Passenger,2 Female,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200239305,Croydon,20,51.35498893,-0.02948966,537305,163611,5,1 Driver/Rider,1 Male,18-19,18,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200239445,Hounslow,25,51.49131532,-0.30352599,517874,178294,1,1 Driver/Rider,2 Female,18-19,19,1,2 Serious,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200239723,Brent,28,51.541826,-0.26475851,520432,183974,1,1 Driver/Rider,1 Male,18-19,18,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,2 Pedal Cycle
1200239756,Hillingdon,26,51.48102533,-0.43997498,508426,176939,1,1 Driver/Rider,1 Male,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
1200239825,Hounslow,25,51.47067695,-0.40935676,510577,175834,1,1 Driver/Rider,2 Female,18-19,19,1,3 Slight,'-2 Not Applicable,'-2 Not Applicable,4 Car
1200240068,Bexley,18,51.46430713,0.10896467,546595,176035,1,1 Driver/Rider,1 Male,18-19,18,1,2 Serious,'-2 Not Applicable,'-2 Not Applicable,3 Powered 2 Wheeler
